,Abbrev,Long,Category
4672,F05[C-P],Frequency of C &#8211; P at topological distance 5, 2D Atom Pairs
4673,F05[C-F],Frequency of C &#8211; F at topological distance 5, 2D Atom Pairs
4674,F05[C-Cl],Frequency of C &#8211; Cl at topological distance 5, 2D Atom Pairs
4675,F05[C-Br],Frequency of C &#8211; Br at topological distance 5, 2D Atom Pairs
4676,F05[C-I],Frequency of C &#8211; I at topological distance 5, 2D Atom Pairs
4677,F05[C-B],Frequency of C &#8211; B at topological distance 5, 2D Atom Pairs
4678,F05[C-Si],Frequency of C &#8211; Si at topological distance 5, 2D Atom Pairs
4679,F05[C-X],Frequency of C &#8211; X at topological distance 5, 2D Atom Pairs
4680,F05[N-N],Frequency of N &#8211; N at topological distance 5, 2D Atom Pairs
4681,F05[N-O],Frequency of N &#8211; O at topological distance 5, 2D Atom Pairs
4682,F05[N-S],Frequency of N &#8211; S at topological distance 5, 2D Atom Pairs
4683,F05[N-P],Frequency of N &#8211; P at topological distance 5, 2D Atom Pairs
4684,F05[N-F],Frequency of N &#8211; F at topological distance 5, 2D Atom Pairs
4685,F05[N-Cl],Frequency of N &#8211; Cl at topological distance 5, 2D Atom Pairs
4686,F05[N-Br],Frequency of N &#8211; Br at topological distance 5, 2D Atom Pairs
4687,F05[N-I],Frequency of N &#8211; I at topological distance 5, 2D Atom Pairs
4688,F05[N-B],Frequency of N &#8211; B at topological distance 5, 2D Atom Pairs
4689,F05[N-Si],Frequency of N &#8211; Si at topological distance 5, 2D Atom Pairs
4690,F05[N-X],Frequency of N &#8211; X at topological distance 5, 2D Atom Pairs
4691,F05[O-O],Frequency of O &#8211; O at topological distance 5, 2D Atom Pairs
4692,F05[O-S],Frequency of O &#8211; S at topological distance 5, 2D Atom Pairs
4693,F05[O-P],Frequency of O &#8211; P at topological distance 5, 2D Atom Pairs
4694,F05[O-F],Frequency of O &#8211; F at topological distance 5, 2D Atom Pairs
4695,F05[O-Cl],Frequency of O &#8211; Cl at topological distance 5, 2D Atom Pairs
4696,F05[O-Br],Frequency of O &#8211; Br at topological distance 5, 2D Atom Pairs
4697,F05[O-I],Frequency of O &#8211; I at topological distance 5, 2D Atom Pairs
4698,F05[O-B],Frequency of O &#8211; B at topological distance 5, 2D Atom Pairs
4699,F05[O-Si],Frequency of O &#8211; Si at topological distance 5, 2D Atom Pairs
4700,F05[O-X],Frequency of O &#8211; X at topological distance 5, 2D Atom Pairs
4701,F05[S-S],Frequency of S &#8211; S at topological distance 5, 2D Atom Pairs
4702,F05[S-P],Frequency of S &#8211; P at topological distance 5, 2D Atom Pairs
4703,F05[S-F],Frequency of S &#8211; F at topological distance 5, 2D Atom Pairs
4704,F05[S-Cl],Frequency of S &#8211; Cl at topological distance 5, 2D Atom Pairs
4705,F05[S-Br],Frequency of S &#8211; Br at topological distance 5, 2D Atom Pairs
4706,F05[S-I],Frequency of S &#8211; I at topological distance 5, 2D Atom Pairs
4707,F05[S-B],Frequency of S &#8211; B at topological distance 5, 2D Atom Pairs
4708,F05[S-Si],Frequency of S &#8211; Si at topological distance 5, 2D Atom Pairs
4709,F05[S-X],Frequency of S &#8211; X at topological distance 5, 2D Atom Pairs
4710,F05[P-P],Frequency of P &#8211; P at topological distance 5, 2D Atom Pairs
4711,F05[P-F],Frequency of P &#8211; F at topological distance 5, 2D Atom Pairs
4712,F05[P-Cl],Frequency of P &#8211; Cl at topological distance 5, 2D Atom Pairs
4713,F05[P-Br],Frequency of P &#8211; Br at topological distance 5, 2D Atom Pairs
4714,F05[P-I],Frequency of P &#8211; I at topological distance 5, 2D Atom Pairs
4715,F05[P-B],Frequency of P &#8211; B at topological distance 5, 2D Atom Pairs
4716,F05[P-Si],Frequency of P &#8211; Si at topological distance 5, 2D Atom Pairs
4717,F05[P-X],Frequency of P &#8211; X at topological distance 5, 2D Atom Pairs
4718,F05[F-F],Frequency of F &#8211; F at topological distance 5, 2D Atom Pairs
4719,F05[F-Cl],Frequency of F &#8211; Cl at topological distance 5, 2D Atom Pairs
4720,F05[F-Br],Frequency of F &#8211; Br at topological distance 5, 2D Atom Pairs
4721,F05[F-I],Frequency of F &#8211; I at topological distance 5, 2D Atom Pairs
4722,F05[F-B],Frequency of F &#8211; B at topological distance 5, 2D Atom Pairs
4723,F05[F-Si],Frequency of F &#8211; Si at topological distance 5, 2D Atom Pairs
4724,F05[F-X],Frequency of F &#8211; X at topological distance 5, 2D Atom Pairs
4725,F05[Cl-Cl],Frequency of Cl &#8211; Cl at topological distance 5, 2D Atom Pairs
4726,F05[Cl-Br],Frequency of Cl &#8211; Br at topological distance 5, 2D Atom Pairs
4727,F05[Cl-I],Frequency of Cl &#8211; I at topological distance 5, 2D Atom Pairs
4728,F05[Cl-B],Frequency of Cl &#8211; B at topological distance 5, 2D Atom Pairs
4729,F05[Cl-Si],Frequency of Cl &#8211; Si at topological distance 5, 2D Atom Pairs
4730,F05[Cl-X],Frequency of Cl &#8211; X at topological distance 5, 2D Atom Pairs
4731,F05[Br-Br],Frequency of Br &#8211; Br at topological distance 5, 2D Atom Pairs
4732,F05[Br-I],Frequency of Br &#8211; I at topological distance 5, 2D Atom Pairs
4733,F05[Br-B],Frequency of Br &#8211; B at topological distance 5, 2D Atom Pairs
4734,F05[Br-Si],Frequency of Br &#8211; Si at topological distance 5, 2D Atom Pairs
4735,F05[Br-X],Frequency of Br &#8211; X at topological distance 5, 2D Atom Pairs
4736,F05[I-I],Frequency of I &#8211; I at topological distance 5, 2D Atom Pairs
4737,F05[I-B],Frequency of I &#8211; B at topological distance 5, 2D Atom Pairs
4738,F05[I-Si],Frequency of I &#8211; Si at topological distance 5, 2D Atom Pairs
4739,F05[I-X],Frequency of I &#8211; X at topological distance 5, 2D Atom Pairs
4740,F05[B-B],Frequency of B &#8211; B at topological distance 5, 2D Atom Pairs
4741,F05[B-Si],Frequency of B &#8211; Si at topological distance 5, 2D Atom Pairs
4742,F05[B-X],Frequency of B &#8211; X at topological distance 5, 2D Atom Pairs
4743,F05[Si-Si],Frequency of Si &#8211; Si at topological distance 5, 2D Atom Pairs
4744,F05[Si-X],Frequency of Si &#8211; X at topological distance 5, 2D Atom Pairs
4745,F05[X-X],Frequency of X &#8211; X at topological distance 5, 2D Atom Pairs
4746,F06[C-C],Frequency of C &#8211; C at topological distance 6, 2D Atom Pairs
4747,F06[C-N],Frequency of C &#8211; N at topological distance 6, 2D Atom Pairs
4748,F06[C-O],Frequency of C &#8211; O at topological distance 6, 2D Atom Pairs
4749,F06[C-S],Frequency of C &#8211; S at topological distance 6, 2D Atom Pairs
4750,F06[C-P],Frequency of C &#8211; P at topological distance 6, 2D Atom Pairs
4751,F06[C-F],Frequency of C &#8211; F at topological distance 6, 2D Atom Pairs
4752,F06[C-Cl],Frequency of C &#8211; Cl at topological distance 6, 2D Atom Pairs
4753,F06[C-Br],Frequency of C &#8211; Br at topological distance 6, 2D Atom Pairs
4754,F06[C-I],Frequency of C &#8211; I at topological distance 6, 2D Atom Pairs
4755,F06[C-B],Frequency of C &#8211; B at topological distance 6, 2D Atom Pairs
4756,F06[C-Si],Frequency of C &#8211; Si at topological distance 6, 2D Atom Pairs
4757,F06[C-X],Frequency of C &#8211; X at topological distance 6, 2D Atom Pairs
4758,F06[N-N],Frequency of N &#8211; N at topological distance 6, 2D Atom Pairs
4759,F06[N-O],Frequency of N &#8211; O at topological distance 6, 2D Atom Pairs
4760,F06[N-S],Frequency of N &#8211; S at topological distance 6, 2D Atom Pairs
4761,F06[N-P],Frequency of N &#8211; P at topological distance 6, 2D Atom Pairs
4762,F06[N-F],Frequency of N &#8211; F at topological distance 6, 2D Atom Pairs
4763,F06[N-Cl],Frequency of N &#8211; Cl at topological distance 6, 2D Atom Pairs
4764,F06[N-Br],Frequency of N &#8211; Br at topological distance 6, 2D Atom Pairs
4765,F06[N-I],Frequency of N &#8211; I at topological distance 6, 2D Atom Pairs
4766,F06[N-B],Frequency of N &#8211; B at topological distance 6, 2D Atom Pairs
4767,F06[N-Si],Frequency of N &#8211; Si at topological distance 6, 2D Atom Pairs
4768,F06[N-X],Frequency of N &#8211; X at topological distance 6, 2D Atom Pairs
4769,F06[O-O],Frequency of O &#8211; O at topological distance 6, 2D Atom Pairs
4770,F06[O-S],Frequency of O &#8211; S at topological distance 6, 2D Atom Pairs
4771,F06[O-P],Frequency of O &#8211; P at topological distance 6, 2D Atom Pairs
4772,F06[O-F],Frequency of O &#8211; F at topological distance 6, 2D Atom Pairs
4773,F06[O-Cl],Frequency of O &#8211; Cl at topological distance 6, 2D Atom Pairs
4774,F06[O-Br],Frequency of O &#8211; Br at topological distance 6, 2D Atom Pairs
4775,F06[O-I],Frequency of O &#8211; I at topological distance 6, 2D Atom Pairs
4776,F06[O-B],Frequency of O &#8211; B at topological distance 6, 2D Atom Pairs
4777,F06[O-Si],Frequency of O &#8211; Si at topological distance 6, 2D Atom Pairs
4778,F06[O-X],Frequency of O &#8211; X at topological distance 6, 2D Atom Pairs
4779,F06[S-S],Frequency of S &#8211; S at topological distance 6, 2D Atom Pairs
4780,F06[S-P],Frequency of S &#8211; P at topological distance 6, 2D Atom Pairs
4781,F06[S-F],Frequency of S &#8211; F at topological distance 6, 2D Atom Pairs
4782,F06[S-Cl],Frequency of S &#8211; Cl at topological distance 6, 2D Atom Pairs
4783,F06[S-Br],Frequency of S &#8211; Br at topological distance 6, 2D Atom Pairs
4784,F06[S-I],Frequency of S &#8211; I at topological distance 6, 2D Atom Pairs
4785,F06[S-B],Frequency of S &#8211; B at topological distance 6, 2D Atom Pairs
4786,F06[S-Si],Frequency of S &#8211; Si at topological distance 6, 2D Atom Pairs
4787,F06[S-X],Frequency of S &#8211; X at topological distance 6, 2D Atom Pairs
4788,F06[P-P],Frequency of P &#8211; P at topological distance 6, 2D Atom Pairs
4789,F06[P-F],Frequency of P &#8211; F at topological distance 6, 2D Atom Pairs
4790,F06[P-Cl],Frequency of P &#8211; Cl at topological distance 6, 2D Atom Pairs
4791,F06[P-Br],Frequency of P &#8211; Br at topological distance 6, 2D Atom Pairs
4792,F06[P-I],Frequency of P &#8211; I at topological distance 6, 2D Atom Pairs
4793,F06[P-B],Frequency of P &#8211; B at topological distance 6, 2D Atom Pairs
4794,F06[P-Si],Frequency of P &#8211; Si at topological distance 6, 2D Atom Pairs
4795,F06[P-X],Frequency of P &#8211; X at topological distance 6, 2D Atom Pairs
4796,F06[F-F],Frequency of F &#8211; F at topological distance 6, 2D Atom Pairs
4797,F06[F-Cl],Frequency of F &#8211; Cl at topological distance 6, 2D Atom Pairs
4798,F06[F-Br],Frequency of F &#8211; Br at topological distance 6, 2D Atom Pairs
4799,F06[F-I],Frequency of F &#8211; I at topological distance 6, 2D Atom Pairs
4800,F06[F-B],Frequency of F &#8211; B at topological distance 6, 2D Atom Pairs
4801,F06[F-Si],Frequency of F &#8211; Si at topological distance 6, 2D Atom Pairs
4802,F06[F-X],Frequency of F &#8211; X at topological distance 6, 2D Atom Pairs
4803,F06[Cl-Cl],Frequency of Cl &#8211; Cl at topological distance 6, 2D Atom Pairs
4804,F06[Cl-Br],Frequency of Cl &#8211; Br at topological distance 6, 2D Atom Pairs
4805,F06[Cl-I],Frequency of Cl &#8211; I at topological distance 6, 2D Atom Pairs
4806,F06[Cl-B],Frequency of Cl &#8211; B at topological distance 6, 2D Atom Pairs
4807,F06[Cl-Si],Frequency of Cl &#8211; Si at topological distance 6, 2D Atom Pairs
4808,F06[Cl-X],Frequency of Cl &#8211; X at topological distance 6, 2D Atom Pairs
4809,F06[Br-Br],Frequency of Br &#8211; Br at topological distance 6, 2D Atom Pairs
4810,F06[Br-I],Frequency of Br &#8211; I at topological distance 6, 2D Atom Pairs
4811,F06[Br-B],Frequency of Br &#8211; B at topological distance 6, 2D Atom Pairs
4812,F06[Br-Si],Frequency of Br &#8211; Si at topological distance 6, 2D Atom Pairs
4813,F06[Br-X],Frequency of Br &#8211; X at topological distance 6, 2D Atom Pairs
4814,F06[I-I],Frequency of I &#8211; I at topological distance 6, 2D Atom Pairs
4815,F06[I-B],Frequency of I &#8211; B at topological distance 6, 2D Atom Pairs
4816,F06[I-Si],Frequency of I &#8211; Si at topological distance 6, 2D Atom Pairs
4817,F06[I-X],Frequency of I &#8211; X at topological distance 6, 2D Atom Pairs
4818,F06[B-B],Frequency of B &#8211; B at topological distance 6, 2D Atom Pairs
4819,F06[B-Si],Frequency of B &#8211; Si at topological distance 6, 2D Atom Pairs
4820,F06[B-X],Frequency of B &#8211; X at topological distance 6, 2D Atom Pairs
4821,F06[Si-Si],Frequency of Si &#8211; Si at topological distance 6, 2D Atom Pairs
4822,F06[Si-X],Frequency of Si &#8211; X at topological distance 6, 2D Atom Pairs
4823,F06[X-X],Frequency of X &#8211; X at topological distance 6, 2D Atom Pairs
4824,F07[C-C],Frequency of C &#8211; C at topological distance 7, 2D Atom Pairs
4825,F07[C-N],Frequency of C &#8211; N at topological distance 7, 2D Atom Pairs
4826,F07[C-O],Frequency of C &#8211; O at topological distance 7, 2D Atom Pairs
4827,F07[C-S],Frequency of C &#8211; S at topological distance 7, 2D Atom Pairs
4828,F07[C-P],Frequency of C &#8211; P at topological distance 7, 2D Atom Pairs
4829,F07[C-F],Frequency of C &#8211; F at topological distance 7, 2D Atom Pairs
4830,F07[C-Cl],Frequency of C &#8211; Cl at topological distance 7, 2D Atom Pairs
4831,F07[C-Br],Frequency of C &#8211; Br at topological distance 7, 2D Atom Pairs
4832,F07[C-I],Frequency of C &#8211; I at topological distance 7, 2D Atom Pairs
4833,F07[C-B],Frequency of C &#8211; B at topological distance 7, 2D Atom Pairs
4834,F07[C-Si],Frequency of C &#8211; Si at topological distance 7, 2D Atom Pairs
4835,F07[C-X],Frequency of C &#8211; X at topological distance 7, 2D Atom Pairs
4836,F07[N-N],Frequency of N &#8211; N at topological distance 7, 2D Atom Pairs
4837,F07[N-O],Frequency of N &#8211; O at topological distance 7, 2D Atom Pairs
4838,F07[N-S],Frequency of N &#8211; S at topological distance 7, 2D Atom Pairs
4839,F07[N-P],Frequency of N &#8211; P at topological distance 7, 2D Atom Pairs
4840,F07[N-F],Frequency of N &#8211; F at topological distance 7, 2D Atom Pairs
4841,F07[N-Cl],Frequency of N &#8211; Cl at topological distance 7, 2D Atom Pairs
4842,F07[N-Br],Frequency of N &#8211; Br at topological distance 7, 2D Atom Pairs
4843,F07[N-I],Frequency of N &#8211; I at topological distance 7, 2D Atom Pairs
4844,F07[N-B],Frequency of N &#8211; B at topological distance 7, 2D Atom Pairs
4845,F07[N-Si],Frequency of N &#8211; Si at topological distance 7, 2D Atom Pairs
4846,F07[N-X],Frequency of N &#8211; X at topological distance 7, 2D Atom Pairs
4847,F07[O-O],Frequency of O &#8211; O at topological distance 7, 2D Atom Pairs
4848,F07[O-S],Frequency of O &#8211; S at topological distance 7, 2D Atom Pairs
4849,F07[O-P],Frequency of O &#8211; P at topological distance 7, 2D Atom Pairs
4850,F07[O-F],Frequency of O &#8211; F at topological distance 7, 2D Atom Pairs
4851,F07[O-Cl],Frequency of O &#8211; Cl at topological distance 7, 2D Atom Pairs
4852,F07[O-Br],Frequency of O &#8211; Br at topological distance 7, 2D Atom Pairs
4853,F07[O-I],Frequency of O &#8211; I at topological distance 7, 2D Atom Pairs
4854,F07[O-B],Frequency of O &#8211; B at topological distance 7, 2D Atom Pairs
4855,F07[O-Si],Frequency of O &#8211; Si at topological distance 7, 2D Atom Pairs
4856,F07[O-X],Frequency of O &#8211; X at topological distance 7, 2D Atom Pairs
4857,F07[S-S],Frequency of S &#8211; S at topological distance 7, 2D Atom Pairs
4858,F07[S-P],Frequency of S &#8211; P at topological distance 7, 2D Atom Pairs
4859,F07[S-F],Frequency of S &#8211; F at topological distance 7, 2D Atom Pairs
4860,F07[S-Cl],Frequency of S &#8211; Cl at topological distance 7, 2D Atom Pairs
4861,F07[S-Br],Frequency of S &#8211; Br at topological distance 7, 2D Atom Pairs
4862,F07[S-I],Frequency of S &#8211; I at topological distance 7, 2D Atom Pairs
4863,F07[S-B],Frequency of S &#8211; B at topological distance 7, 2D Atom Pairs
4864,F07[S-Si],Frequency of S &#8211; Si at topological distance 7, 2D Atom Pairs
4865,F07[S-X],Frequency of S &#8211; X at topological distance 7, 2D Atom Pairs
4866,F07[P-P],Frequency of P &#8211; P at topological distance 7, 2D Atom Pairs
4867,F07[P-F],Frequency of P &#8211; F at topological distance 7, 2D Atom Pairs
4868,F07[P-Cl],Frequency of P &#8211; Cl at topological distance 7, 2D Atom Pairs
4869,F07[P-Br],Frequency of P &#8211; Br at topological distance 7, 2D Atom Pairs
4870,F07[P-I],Frequency of P &#8211; I at topological distance 7, 2D Atom Pairs
4871,F07[P-B],Frequency of P &#8211; B at topological distance 7, 2D Atom Pairs
4872,F07[P-Si],Frequency of P &#8211; Si at topological distance 7, 2D Atom Pairs
4873,F07[P-X],Frequency of P &#8211; X at topological distance 7, 2D Atom Pairs
4874,F07[F-F],Frequency of F &#8211; F at topological distance 7, 2D Atom Pairs
4875,F07[F-Cl],Frequency of F &#8211; Cl at topological distance 7, 2D Atom Pairs
4876,F07[F-Br],Frequency of F &#8211; Br at topological distance 7, 2D Atom Pairs
4877,F07[F-I],Frequency of F &#8211; I at topological distance 7, 2D Atom Pairs
4878,F07[F-B],Frequency of F &#8211; B at topological distance 7, 2D Atom Pairs
4879,F07[F-Si],Frequency of F &#8211; Si at topological distance 7, 2D Atom Pairs
4880,F07[F-X],Frequency of F &#8211; X at topological distance 7, 2D Atom Pairs
4881,F07[Cl-Cl],Frequency of Cl &#8211; Cl at topological distance 7, 2D Atom Pairs
4882,F07[Cl-Br],Frequency of Cl &#8211; Br at topological distance 7, 2D Atom Pairs
4883,F07[Cl-I],Frequency of Cl &#8211; I at topological distance 7, 2D Atom Pairs
4884,F07[Cl-B],Frequency of Cl &#8211; B at topological distance 7, 2D Atom Pairs
4885,F07[Cl-Si],Frequency of Cl &#8211; Si at topological distance 7, 2D Atom Pairs
4886,F07[Cl-X],Frequency of Cl &#8211; X at topological distance 7, 2D Atom Pairs
4887,F07[Br-Br],Frequency of Br &#8211; Br at topological distance 7, 2D Atom Pairs
4888,F07[Br-I],Frequency of Br &#8211; I at topological distance 7, 2D Atom Pairs
4889,F07[Br-B],Frequency of Br &#8211; B at topological distance 7, 2D Atom Pairs
4890,F07[Br-Si],Frequency of Br &#8211; Si at topological distance 7, 2D Atom Pairs
4891,F07[Br-X],Frequency of Br &#8211; X at topological distance 7, 2D Atom Pairs
4892,F07[I-I],Frequency of I &#8211; I at topological distance 7, 2D Atom Pairs
4893,F07[I-B],Frequency of I &#8211; B at topological distance 7, 2D Atom Pairs
4894,F07[I-Si],Frequency of I &#8211; Si at topological distance 7, 2D Atom Pairs
4895,F07[I-X],Frequency of I &#8211; X at topological distance 7, 2D Atom Pairs
4896,F07[B-B],Frequency of B &#8211; B at topological distance 7, 2D Atom Pairs
4897,F07[B-Si],Frequency of B &#8211; Si at topological distance 7, 2D Atom Pairs
